name,category,phone_number,address,website,latitude,longitude,place_id
The Urban Rasoi | Authentic North Indian Restaurant,vegetarian restaurant,09826906515,"Bank Colony Rd, Usha Nagar, Sudama Nagar, Indore, Madhya Pradesh 452009",,,,
Neelkanth Bhojnalay,vegetarian restaurant,09685599222,"PV99+5VM, 2/20 Kalyan Vishranti Grah, Neelkanth Street, near Railways Station, Film Colony, Indore, Madhya Pradesh 452001",,22.7178467,75.8697225,
Vrindavan Restaurant,vegetarian restaurant,07312542255,"19/6, Janjeerwala Square, New Palasia, Indore, Madhya Pradesh 452001",,,,
Punjabi Zayka - Veg and Non-veg,vegetarian restaurant,09039568000,"Vikas Rekha Complex, 10/4, opposite Robin’s Gym, Tower Square, Saifee Nagar, Indore, Madhya Pradesh 452014",,,,
Shree leela Restaurant Vijay Nagar,vegetarian restaurant,09977777028,"UG.1B/2B, Bombay Trade Centre, Square, opposite Prestige College, near Bombay Hospital, Opp.Prestige CollegeNear Bombay Hospital, Scheme 94 Sector CA, Indore, Madhya Pradesh 452010",,,,
Balle Balle - Simply Veg,vegetarian restaurant,09300093330,"34-A, Snehnagar, Indore, Madhya Pradesh 452001",,,,
Pancholi Veg Restaurant,vegetarian restaurant,08305633300,"No.3, Maharani Rd, Opposite Railway Station, Siyaganj, Indore, Madhya Pradesh 452007",,,,
Gordhan Thal,vegetarian restaurant,09669645024,"Shop No. 2, Fourth Floor, C21 Mall, AB Rd, Scheme 54 PU4, Indore, Madhya Pradesh 452010",,,,
The Garden cafe & Restro best restaurant in by pass,vegetarian restaurant,09893507538,"near Bharat gas agency, opposite colambia convent school, Bicholi Hapsi, Indore, Madhya Pradesh 452016",,,,
Hotel Shree Leela,vegetarian restaurant,09977777028,"3, opp. Sarvate Bus Stand, Murai Mohalla, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",,,,
Localites Kitchen,vegetarian restaurant,06266569271,"Nursing bazaar square, Sitlamata Bazar Main Rd, near Kanch Mandir, Bartan Bazar, Indore, Madhya Pradesh 452002",https://instagram.com,,,
PFJ Paratha House,vegetarian restaurant,07999354240,"Shop No. 1, Shakuntala Complex, near jail Cafe, Angad Kapoor Region, Janki Nagar, Indore, Madhya Pradesh 452001",,22.6970494,75.8753996,
Hotel Shree Leela,vegetarian restaurant,07314982812,"Sapna Sangeeta Rd, Opposite Sapna Sangeeta Talkies, Patel Nagar, Indore, Madhya Pradesh 452001",,,,
Bhartiya Bhojnalay,vegetarian restaurant,09827344981,"5-B, Ground floor, Kalyan Vishranthi House Film Colony Road Choti Line, opposite Railway Station Road, Ranisarai, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",,,,
Rajkamal Bhojanalaya,vegetarian restaurant,09098269583,"Nasiya Rd, Sarwate Bus Stand, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",,22.7139352,75.8692998,
Hotel Guru Kripa ( oldest guru kripa ) Pure Veg || Best Restaurant Indore || Pure Veg Top Restaurant In Indore ||,vegetarian restaurant,07314910561,"Guru Kripa hotel, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",,,,
Veg Bites Cafe & Restaurant,vegetarian restaurant,07313514341,"9/47, Mittal Chambers, Sapna Sangeeta Rd, near Sapna Sangeeta Lumiere, Snehnagar, Indore, Madhya Pradesh 452001",,,,
Hotel Pahadiya,vegetarian restaurant,09826060103,"Roshan Singh bhandari marg, malwa mill., Indore, Madhya Pradesh 452003",,,,
The Fusion Culture,vegetarian restaurant,09343020279,"G-2, Ariha Enclave Colony, The fusion culture 1, Vatsalya Enclave, Scheme 103, Indore, Madhya Pradesh 452001",,,,
"​A Cube Motors - Multi-Brand Car Workshop, Detailing & Accessories",auto repair shop,,"87, Kanadia Main Rd, SamratNagar, Alok Nagar, Indore, Madhya Pradesh 452016",https://instagram.com,,,
A1 AUTOS Complete Car Care Indore,auto repair shop,09285555515,"39, Hawa Bangla, &, CAT Rd, in front of Khambati Steel, Indore, Madhya Pradesh 452009",https://instagram.com,,,
360 Car Garage,auto repair shop,09301507513,"816, Khajrana Ring Road, near by Chav Truly Restaurant, Vijay Nagar, Scheme 94 Sector WE, Indore, Madhya Pradesh 452016",https://forms.gle,,,
Mohini Car Garage - Car Service Station | Car Repair | Denting & Painting | Car Ac Repair | Car Alignment | Indore,auto repair shop,07869759674,"Shop No 4, Chouhan Naar, Plot no 198 FB, near Papa Bakery, Pipliyahana Square, Brajeshwari Extension, Scheme 94, Indore, Madhya Pradesh 452006",https://cargarageindore.com,,,
"Vehicular Care Centre | Best 24 Hours Car Repair In Indore | Car Towing Service | Car Mechanic Near Me, Car Garage",auto repair shop,09098390937,"Shop No. 2, Infront of Staar Vision Financial Service, Bengali Square, Bicholi Hapsi Main Rd, near Love Kush Vidhya Vihar School, Sri Mangal Nagar, Indore, Madhya Pradesh 452016",https://jsdl.in,,,
National Point Car Services,auto repair shop,,"PW34+4QR, Scheme 94 Sector FA, Indore, Madhya Pradesh 452001",https://mechanicbabu.in,,,
luxury car work shop,auto repair shop,09399928288,"Mahu Naka Rd, MOG Lines, Indore, Madhya Pradesh 452002",https://luxurycarworkshop.in,,,
Shri Gupteshwar Car Care service indore,auto repair shop,08120147248,"Shop No. 1, M G C Compond, opposite Laxmi Petrol Pump, Dewas Naka, Lasudia Mori, Indore, Madhya Pradesh 452010",,,,
City Motor Works,auto repair shop,09644511222,"United Compound, 49, Dewas Naka, Lasudia Mori, Indore, Madhya Pradesh 452010",https://city-motor-works.grexa.site,22.7772864,75.9052033,
Shakti Automobile Car Service Garage,auto repair shop,07489224920,"Mangal Compound, 33/15, near Dewas Naka, TT Nagar, Pipliya Kumar, Indore, Madhya Pradesh 452010",https://shaktiautomobile.in,,,
Indore Car Workshop,auto repair shop,09826372800,"12, Lavkush Awas Vihar Colony, Sabji Mandi, Sukhliya, Indore, Madhya Pradesh 452010",,22.7603586,75.8714957,
GoMechanic - Indore Car Service,auto repair shop,08398970970,"South Tukoganj, Indore, Madhya Pradesh 452001",https://gomechanic.in,,,
aadarsh car garage,auto repair shop,07869863004,"1/3, Vijay Nagar, Indore, Madhya Pradesh 452010",,,,
TuffEnough Motors | Premium Car Workshop | German Cars Specialist,auto repair shop,08889995579,"102, LIG Link Rd, near Indian Oil Petrol Pump, Priyadarshini, Indore, Madhya Pradesh 452016",https://tuffenoughcare.in,,,
AutoHub - A Premium Car Workshop,auto repair shop,09754882000,"34, behind Advance Academy School Kokilaben Hospital, Hare Krishna Vihar, Nipania, Indore, Madhya Pradesh 452010",https://autohubind.com,,,
Indore Auto Garage,auto repair shop,09669997300,"113, near CKD Dhaba, Dewas Naka, Lasudia Mori, Indore, Madhya Pradesh 452010",,,,
Indore Mechanics Garage,auto repair shop,08602084917,"14, Annapurna Rd, behind 60 ml bar, Mishra Nagar, Indore, Madhya Pradesh 452009",,22.6866114,75.8360536,
The Master Mechanic,auto repair shop,09584715527,"191, Sector A, Greater Brajeshwari, Indore, Madhya Pradesh 452016",https://mastermechanic.ca,,,
GoMechanic - The Car Repair Point Indore,auto repair shop,08398970970,"Near Nandnavan Colony, Mechanic Nagar, Indore, Madhya Pradesh 452014",https://srd1.onelink.me,22.6941504,75.8591961,
Autobotcenter Car & bike Repair,auto repair shop,09174009876,"Mechanic Nagar, Vijay Nagar, Scheme No 54, Indore, Madhya Pradesh 452011",,,,
SARAH'S CAR CARE,auto repair shop,09098028809,"Hawa Bunglow, Plot No. 6, CAT Rd, near Radha Swami Satsang, CAT Square, RRCAT, Indore, Madhya Pradesh 452009",https://sarahscarcare.com,,,
Sahu Auto Service,auto repair shop,07898993996,"shani ke samme, 555 dwarikapuri 60 feet road, Footi Kothi Rd, Dwarkapuri, Indore, Madhya Pradesh 452009",,,,
Royal car care,auto repair shop,09827121373,"near pooja bakery, Ansar Colony, LIG Colony, Indore, Madhya Pradesh 452011",,,,
GoMechanic - SV Automotive Multibrand Workshop,auto repair shop,09319926699,"711/6, LIG Link Rd, behind Indian Oil Petrol Pump, Anoop Nagar, Indore, Madhya Pradesh 452018",https://srd1.onelink.me,,,
GoMechanic - Car Service & Repair Workshop,auto repair shop,08398970970,"Mechanic Nagar, Square, near Sayaji Hotel, behind Girdhar Mahal, Vijay Nagar, Indore, Madhya Pradesh 452011",,,,
THE GARAAGE,auto repair shop,07314675369,"9, PANCHWATI COLONY, AB Rd, near JCB SHOWROOM, Talawali Chanda, Indore, Madhya Pradesh 453771",https://thegaraage.com,,,
Prince Car Workshop,auto repair shop,09039444035,"167 shop, prince car workshop, Nemawar Rd, behind patel trader, Devguradia, Indore, Madhya Pradesh 452016",,,,
Mechanicbabu Car Accessories,auto repair shop,09179667966,"Shop No. 3, Trishla Apartment, Plot No. 624, near Robin's Gym, Khatiwala Tank, Indore, Madhya Pradesh 452001",https://mechanicbabu.in,,,
Total car solution,auto repair shop,07869955950,"Plot no 245, Scheme Number 78, Vijay Nagar, Part II, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452010",,22.764258,75.8877051,
Kumawat car services,auto repair shop,09171890001,"Arandia, Indore, Madhya Pradesh 452016",,,,
German Car Parts & Car Garage Indore,auto repair shop,09893333211,"LIG Link Rd, Priyadarshini, Indore, Madhya Pradesh 452018",,,,
"Car clinic - Best Auto Repair Shop In Indore, Scan, Engine, & Sensors, Denting & Painting, Car AC Repair, All Mechanical Work",auto repair shop,09926436101,"Chinar hills Dewas, Indore Bypass Rd, Indore, Madhya Pradesh 452012",https://instagram.com,,,
"GoMechanic - Car Garage Indore, Snehnagar",auto repair shop,08398970970,"Shop No.LG, 10, Sapna Sangeeta Rd, Agrasen Square, Snehnagar, Indore, Madhya Pradesh 452001",https://gomechanic.in,,,
GoMechanic - Atharv Automotive,auto repair shop,09319926699,"Shop No 96-A, Adarsh Mechanic Nagar Scheme No - 54, Badi Bhamori, Indore, Madhya Pradesh 452011",https://srd1.onelink.me,,,
FixoCar : Car Repair Service Indore,auto repair shop,08819915656,"199-A, opposite Apple Hospital, Transport Nagar, Indore, Madhya Pradesh 452014",https://fixocar.com,,,
NEXA Service (Rukmani Motors) Footi Kothi INDORE,auto repair shop,08037580493,"Plot No-11/A, Rukmani Motors, Footi Kothi Rd, opp. Dastoor Garden, Scheme 71, Indore, Madhya Pradesh 452013",https://wwww.rukmanimotorsgroup.in,,,
H S Auto Care,auto repair shop,09755042402,"Before, Swaminarayan Mandir, 1 Km from Crystal IT Park, 13/3, Khandwa Rd, IT Park, Indore, Madhya Pradesh 452001",,,,
"GoMechanic - Car Mechanic, Kanadiya",auto repair shop,08398970970,"near kaweri Complex, Sarv Suvidha Nagar, Kanadiya, Indore, Madhya Pradesh 452016",https://gomechanic.in,,,
"GoMechanic - Car Service & Repairs, Loha Mandi",auto repair shop,08398970970,"elva school ke samne, Shradhanand Marg Main Rd, Loha Mandi, Snehnagar, Indore, Madhya Pradesh 452001",https://gomechanic.in,,,
S.K Auto Mobile,auto repair shop,07974372009,"2575, E Sector, Sector E, Sudama Nagar, Indore, Madhya Pradesh 452009",https://instagram.com,,,
SARANSH car workshop,auto repair shop,07879139830,"60, Adarsh Maulik Nagar Rd, Adarsh Moulik Nagar, Sukhliya, Indore, Madhya Pradesh 452010",,,,
GoMechanic - Car Mechanic Repair Workshop Indore,auto repair shop,08398970970,"1, Indore, Madhya Pradesh 452010",https://srd1.onelink.me,22.7569595,75.9057101,
Manglam Motors,auto repair shop,09407124716,"21, Shradhanand Marg Main Rd, next to orchid international school, near RRCAT Road, Hukma Khedi, Indore, Madhya Pradesh 452001",https://instagram.com,,,
𝐓𝐑𝐔𝐄 𝐂𝐀𝐑 𝐀𝐂,auto repair shop,09009709045,"MULTANI MASJID, 12-13, RING ROAD, AMAN NAGAR, Khajrana, Indore, Madhya Pradesh 452018",,,,
"Ali Auto Garage mechanical & electric work, And A/C.. denting penting",auto repair shop,09111223130,"Sayaji club roed, near rr tyre bhamori, Vijay Nagar, Indore, Madhya Pradesh 452011",,,,
GoMechanic - Car Service & Repair Station,auto repair shop,08398970970,"PRWX+VJM Kushwah Nagar Main Road, Sanwer Road, Sector B, Industrial Area, Indore, Madhya Pradesh 452015",https://gomechanic.in,,,
Jeevan Auto Care,auto repair shop,07314215972,"63, Annapurna Rd, Mahavar Nagar, Usha Nagar, Sudama Nagar, Indore, Madhya Pradesh 452009",,,,
"GoMechanic - Car Repair Indore, Goyal Vihar",auto repair shop,08398970970,"Shop no, 302, Ganeshpuri Main Rd, Ganeshpuri, Goyal Vihar, Indore, Madhya Pradesh 452016",https://gomechanic.app.link,,,
"GoMechanic Luxe - Multibrand Luxury Car Workshop, Indore",auto repair shop,08398970970,"Surya Dev Nagar, Indore, Madhya Pradesh 452009",https://srd1.onelink.me,,,
GoMechanic - Indore (H.Q.),auto repair shop,08398970970,"Sneh Vihar Colony, Mechanic Nagar, Siyaganj, Indore, Madhya Pradesh 452014",https://srd1.onelink.me,,,
"GoMechanic - Automobile Repair Workshop, Indore",auto repair shop,08398970970,"near Silver Spring, Phase 1, Pragati Vihar, Indore, Madhya Pradesh 452001",https://srd1.onelink.me,,,
TRISHAAN MOTORS,auto repair shop,09522323668,"PLOT NO 15, in front of ABHIKARAN HONDA, TT Nagar, Lasudia Mori, Indore, Madhya Pradesh 453771",,,,
Adarsh car garage Aadarsh mechanic Nagar Bhamori,auto repair shop,09977005613,"adarsh, Badi Bhamori Main Rd, Mechanic Nagar, Shiv Shakti Nagar, Indore, Madhya Pradesh 452011",,,,
GoMechanic - Car Service Centre,auto repair shop,08398970970,"Khasra No 171/1/1, near, Star Square, near Airplane Restaurant, Khajrana, Indore, Madhya Pradesh 452016",https://gomechanic.in,22.7409038,75.9152428,
Auto Repairing & Insurance Centre In Indore,auto repair shop,08398970970,"Chandan Nagar, Indore, Madhya Pradesh 452002",,,,
Sarkar Auto Mobile,auto repair shop,09754834441,"Lokhande Market, DRP Line, Indore, Madhya Pradesh 452007",,,,
Jay Mata Di E Rickshaw Auto Service,auto repair shop,07470348523,"100, 2, Pardesipura, Indore, Madhya Pradesh 452003",,,,
Car body mechanic and automobile,auto repair shop,07746826979,"AB Rd, near sbi bank, Manglaya Sadak, Indore, Madhya Pradesh 453771",,,,
GoMechanic - Car Service Center Indore,auto repair shop,08398970970,"159, Navlakha Rd, Anand Nagar, Shiv Moti Nagar, Indore, Madhya Pradesh 452001",https://gomechanic.in,,,
Kalka Auto Parts And Auto Garage,auto repair shop,08815982698,"Khatipura Main Road, Gori Nagar Main Rd, Indore, Madhya Pradesh 452010",,,,
Dharmendra Auto Service,auto repair shop,08827468892,"Ram Bagh Main Rd, Shivaji Market, Chiman Bagh, Indore, Madhya Pradesh 452007",,,,
Rajkamal Auto Garage,auto repair shop,08966848800,"1, Bhawrasla, Indore, Madhya Pradesh 453555",,,,
GoMechanic - Car Helpline Indore,auto repair shop,08398970970,"Manorama Ganj, Indore, Madhya Pradesh 452001",https://srd1.onelink.me,,,
"GoMechanic - Car Detailing Workshop, Indore",auto repair shop,08398970970,"248, Raj Nagar, Indore, Madhya Pradesh 452002",https://srd1.onelink.me,22.7164245,75.8288675,
Your Mechanic Online,auto repair shop,07558783868,"PW2G+HX7, 108/2, Bicholi Mardana, Indore, Madhya Pradesh 452016",https://yourmechaniconline.com,,,
GoMechanic Luxe - SV Automotive Multibrand Workshop,auto repair shop,09319926699,"Khajrana Rd, Menon Colony, Indore, Madhya Pradesh 452018",https://srd1.onelink.me,,,
MR E Vehicle's Repairing And Auto Parts,auto repair shop,08966055181,"19/2 PagNis paga, Moti Tabela, Indore, Madhya Pradesh 452007",,22.711017,75.8570266,
Yash Car Care Indore,auto repair shop,09425056267,"198 Sector A, Mechanic Nagar, MR 9 Rd, behind Lotus Electronics, Vijay Nagar, Indore, Madhya Pradesh 452011",,,,
Shree Sanwariya Car Decor,auto repair shop,09907777748,"Prem Trade Center, 242-B, Maharani Rd, Siyaganj, Indore, Madhya Pradesh 452007",,,,
Surjeet Hyundai - Indore,auto repair shop,09111111713,"183-1, Airport Rd, Mahavir Kripa Avenue, Mohta Bagh, Mahavir Bag Colony, Indore, Madhya Pradesh 452005",https://surjeet.hyundaimotor.in,,,
The Mechanic Automotive,auto repair shop,08889133393,"Unnamed Road, Guru Nanak Nagar, Khajrana, Indore, Madhya Pradesh 452016",,22.7445439,75.9168275,
"GoMechanic - New Suvidha Auto Service, Indore",auto repair shop,08398970970,"316, Transport Nagar, Indore, Madhya Pradesh 452014",,,,
Dave Automotive / Premium Car Spares and Services,auto repair shop,07771970007,"Nipania Main Rd, Bear, Balaji Skyz, heights, Indore, Madhya Pradesh 452010",,22.7645911,75.9236128,
TotalEnergies Quartz Auto Services - Jagdish Motors (Sharma Automobiles) Car Repair,auto repair shop,09893268619,"No 2/3, Shop, behind Indian Oil Petrol Pump, Ram Bagh, Indore, Madhya Pradesh 452007",https://workshops.totalenergies.in,,,
GoMechanic - Car Battery Shop Indore,auto repair shop,08398970970,"19, Sukhnivas Rd, Usha Nagar, Sudama Nagar, Indore, Madhya Pradesh 452009",,22.70153,75.838638,
jain auto centre,auto repair shop,07314040010,"bsoni mension, 12, Gita Bhawan Rd, Ratlam Kothi, Indore, Madhya Pradesh 452001",,,,
Mufaddal Auto Parts Indore,auto repair shop,08507836219,"2, Juni, Gadi Adda, Indore, Madhya Pradesh 452007",https://mufaddalautoparts.com,,,
Aman Auto Garage,auto repair shop,09977460880,"Ushaganj, Chhawni, Indore, Madhya Pradesh 452001",,,,
"GoMechanic Accessories - Automobile Accessories Shop, Indore",auto repair shop,08398970970,"70-71/2, Maharani Rd, Siyaganj, Indore, Madhya Pradesh 452007",https://gomechanic.app.link,22.7184686,75.8668872,
Vikas Auto Garega,auto repair shop,09827230206,"21, Prince Yashwant Rd, near Machhi Bajar, Maharaja Tukoji Rao Holker Cloth Market, Indore, Madhya Pradesh 452007",,22.7148228,75.8550569,
Landmark Honda - Indore,auto repair shop,08657588928,"10, AB Rd, near Medisquare Hospital, Vishnu Puri Colony, Indore, Madhya Pradesh 452014",https://dealer.hondacarindia.com,,,
"GoMechanic - Car Battery & Service, Indore",auto repair shop,08398970970,"31, Sda Compound, Annexe Lasudiya Mori, Devas Naka, Scheme No 54, Indore, Madhya Pradesh 452007",https://srd1.onelink.me,,,
Azhar Auto Service,auto repair shop,07974033771,"Green Park Colony, 50g, Main Road, Juna Risala, Indore, Madhya Pradesh 452006",,,,
Shri Sai Auto Garage,auto repair shop,09826741532,"Shop no. 8, Jail Rd, Chiman Bagh, Indore, Madhya Pradesh 452007",,,,
Indore Auto Garage & Parts,auto repair shop,09009292322,"Mhow - Neemuch Rd, Sadalpur, Harsora, Madhya Pradesh 454001",,,,
New Geern Auto Gerege,auto repair shop,09575123494,"28/3, Indore Rd, Chhipa Bakhal, Indore, Madhya Pradesh 452002",,,,
Maruti Auto Parts,auto repair shop,09893231142,"151, Indore GPO, Indore, Madhya Pradesh 452007",,,,
"ICICI Lombard Network Garage Indore, Madhya Pradesh (KHALSA AUTO SERVICE)",auto repair shop,09425055788,"36, behind MADHU MILAN CINEMA, Kibe Compound, Indore, Madhya Pradesh 452001",https://icicilombard.com,,,
VehicleCare - City Motor Mechanic Works,auto repair shop,08010900700,"Badi Bhamori Main Rd, Badi Bhamori, Jai Bajrang Nagar, Badi Bhamori, Indore, Madhya Pradesh 452011",https://vehiclecare.in,,,
New Indore Auto Garage,auto repair shop,09301504113,"PV8F+22C, Sardar Patel Marg, Idgah Compound, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",,22.715068,75.8725161,
Mobil℠ Bike Care - Green Auto Garage & Parts,auto repair shop,09300990919,"Shop No 28/3, Shanti Nagar, near Ekta Medical, Chhipa Bakhal, Indore, Madhya Pradesh 452002",https://mobil.co.in,,,
Ansan Ulla,auto repair shop,09893269544,"Bus Stand, Kota Road, nearby Jhanda Chowk, Risi Nagar, Agar Malwa, Tilak Path, Indore, Madhya Pradesh 452007",,,,
Kashvi Auto Parts,auto repair shop,09691622921,"126, Chouk, Nihalpura, Rajwada, Indore, Madhya Pradesh 452007",,,,
Shrinath Auto Solutions,auto repair shop,,"MVQR+XP9, Musakhedi, Indore, Madhya Pradesh 452001",,,,
Shyam Scooter and Motorcycle House,auto repair shop,09111017484,"6/6, Shyam Sangam Rd, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001",https://ridersarena.com,,,
BHAIYYA AUTO GARAGE,auto repair shop,07566451540,"10, Ab Road, in front of Bsnl Tower, Nihalpura, Rajwada, Indore, Madhya Pradesh 452007",,22.7177108,75.8544846,
Royal Motor Stores - Best auto parts shop in indore,auto repair shop,07312537547,"UG/2, Magnum Tower, 7/2, Maharani Rd, Siyaganj, Indore, Madhya Pradesh 452007",,22.7180704,75.8670313,
chouhan car decor and parts,auto repair shop,09685152050,"81, corner shop, 84, opposite railway car parking gate, Shastri Market, Siyaganj, Indore, Madhya Pradesh 452007",,22.7194458,75.867738,
Yadav Auto Garage,auto repair shop,,"84, Imli Bazar, Rajwada Chowk, Rajwada, Indore, Madhya Pradesh 452002",,,,
Rajshree Car Decor And Stereo Service Centre,auto repair shop,09644566280,"217-218/A 1st Floor Prem Trade Centre Opposite Gujarati Girls College, Indore, Madhya Pradesh 452007",,,,
Gouri Motors,auto repair shop,09893756196,"Shop No 01, Aagr Road, Risi Nagar, Badodiya, Tilak Path, Indore, Madhya Pradesh 452007",,22.7195682,75.8577271,
Indore Auto Service Center,auto repair shop,,"Shop No 142, Samvid Nagar, Kanadia Rd, opposite Masjid, Patrakar Colony, Indore, Madhya Pradesh 452018",,,,
The Auto Parts,auto repair shop,07000602650,"20, Indore - Icchapur Hwy, Jabran Colony, Indore, Madhya Pradesh 452007",https://theautopartsshop.com,22.7079493,75.8595452,
LMS Car Decor,auto repair shop,09644881000,"LG-10, Prem Trade Center, Maharani Rd, Siyaganj, Indore, Madhya Pradesh 452007",,,,
VISHWJEET,auto repair shop,09602377913,"Ke Jdn, Dn Dn, Kishanpura, Indore, Madhya Pradesh 452007",,,,
DELHI DIESEL CRDI SOLUTION,auto repair shop,07869888525,"1, Nayapura Main Rd, Indore GPO, Indore, Madhya Pradesh 452003",,,,
SHYAM AUTO SERVICE,auto repair shop,07722959592,"Shyam Auto Service, Risi Nagar, Tilak Path, Indore, Madhya Pradesh 452007",,,,
Dashmesh Maruti Workshop,auto repair shop,09425054157,"20, Lokhande marg, DRP Line, Indore, Madhya Pradesh 452007",,,,
Car audio care,auto repair shop,09425171770,"11 Mehtani Market, MTH Compound, Indore, Madhya Pradesh 452007",,,,
Excellent Services,bike service centre,09522295253,"63 Sneh Vihar Colony Transport, Ganesh Nagar Main Rd, opp. Saify Colony, Indore, Madhya Pradesh 452014",,22.694533,75.8579883,
Smart Garage - The Bike Clinic - 2W Multi Brand Garage,bike service centre,,"In Front of Anandam Club and Resort, Near Bhusa Mandi, Medanta Hospital Road, Vijay Nagar, Indore, Madhya Pradesh-452010, Indore, Madhya Pradesh 462010",https://pikpartsmartgarage.com,22.7473619,75.9020786,
New Indore Bike Care and service centre,bike service centre,09074165793,"diamond collony, near nexa service centre and bharat petrol pump, Indore, Madhya Pradesh 452016",https://newibikecare.com,,,
Ambika Service Centre,bike service centre,09617764937,"Tulsi Nagar Rd, near BCM peradise, Tulsi Nagar, Nipania, Indore, Madhya Pradesh 452010",https://grexa.site,,,
MAA DURGA BULLET GARAGE ™,bike service centre,09826965259,"Khandwa Rd, near Swaminarayan Mandir, Davv Takshila Parisar, Indore, Madhya Pradesh 452001",https://mobil.co.in,,,
S.s. bike service point,bike service centre,09826239813,"Musakhedi Square, near Shani mandir service road, Near Musakhedi Square, Satam Park Colony, Indore, Madhya Pradesh 452001",,,,
SANWALIYA BIKE AUTO PARTS AND SERVICE CENTRE,bike service centre,09691807044,"Shop No 10, S R M COMPLEX, near BHARAT PETROLEUM, in front of ASHOKRAJ RESORT, Asrawad Fata, Tejaji Nagar, Indore, Asrawad Khurd, Madhya Pradesh 452020",https://instagram.com,,,
RadhaKrishna Bike services,bike service centre,,"Tulsi Nagar Rd, in front of BCM Paradise, opposite the good vibes cafe, Tulsi Nagar, Nipania, Indore, Madhya Pradesh 452010",,,,
Yamaha Bike Service (Yamaha Expert),bike service centre,09617315000,"75, Mhow Naka Square, Revenue Colony, Madhuban Colony, Indore, Madhya Pradesh 452009",,,,
Doshi Honda Service,bike service centre,07314009600,"Plot no - 208, Scheme No - 78, Part 2, Near CA Auditorium, Indore, Madhya Pradesh 452010",https://honda2wheelersindia.com,,,
Anushka TVS Service Centre,bike service centre,09109110455,"25, Mangal Nagar Road, near Ribosome coaching center, Mangal Nagar, Indore, Madhya Pradesh 452014",,,,
Rajpal Honda Two Wheeler Service Center,bike service centre,09752099731,"State Bank Of India, Surya Plaza, 231 indore icchapur rd P.B. No.6, 22, Indoor - Icchapur Rd, Palsikar Chowk, Palsikar Colony, Indore, Madhya Pradesh 452014",,,,
The Bike Care,bike service centre,09826600032,"G9 Anmol Tower, Sudarshan Nagar, Annapurna Rd, opposite Indraprastha Garden, Prabhu Nagar, Indore, Madhya Pradesh 452009",,,,
Royal Enfield Service Center - Shukla Automobile,bike service centre,09619129877,"No 87, 88, 60 Feet Rd, Ambikapuri Extension, Chota Bangarda, Indore, Madhya Pradesh 452005",https://royalenfield.com,,,
R.K. 2 Wheeler Service Station,bike service centre,09617712088,"199, New Indira Ekta Nagar, Musakhedi, Indore, Madhya Pradesh 452001",,,,
V.N. Hero Service Center,bike service centre,06263007705,"Panchvati Nagar, Sukhdev Vihar, Indore, Madhya Pradesh 452005",,,,
Patidar Bike Service Point,bike service centre,09826901070,"17/A Vandana Nagar, Tilak Nagar, Indore, Madhya Pradesh 452018",,22.7201546,75.9050902,
Rajpal Honda Indore,bike service centre,07312461212,"& Inox, Sapna Sangeeta Rd, opposite Gulmarg Complex, Ashok Nagar, Indore, Madhya Pradesh 452001",,22.7000738,75.8677333,
Mangalam Honda Two Wheeler Service Center,bike service centre,06232443444,"17A, Pologround Industrial Estate, Area, Indore, Madhya Pradesh 452015",https://shreemangalamhonda.com,22.7345328,75.8512267,
Super Bike Point Indore,bike service centre,09009300051,"Shopping Complex, 41, MR 9 Rd, Dubey Colony, Bajrang Nagar, Indore, Madhya Pradesh 452010",https://youtu.be,22.7464162,75.880698,
Mobil℠ Bike Care - Shree Krishna Service Centre,bike service centre,09893936647,"Shop No 7A, Bhamori, New Anjani Nagar, near Bridge, Kulkarni Ka Bhatta, Pardesipura, Indore, Madhya Pradesh 452003",https://mobil.co.in,,,
Sojatia Bajaj Bike Service Point,bike service centre,,"G, Ritu Raj Complex, 4, AB Rd, near Bengali Club, CPWD Colony, Navlakha, Indore, Madhya Pradesh 452001",,22.7046396,75.8758697,
Ajay Auto Garage Service Centre,bike service centre,09827719128,"EK- 36, Vijay Nagar, Scheme No 54, Indore, Madhya Pradesh 452010",,,,
Valvoline Bike Xpert - Rajesh Cycle Stores,bike service centre,09826062456,"near CHL Hospital, Mig Colony, Ambedkar Nagar, Indore, Madhya Pradesh 452011",https://valvolineglobal.com,22.7345603,75.8852931,
Petal Yamaha Service,bike service centre,07869801292,"245, USHA NAGAR EXTENSION, OPP. RANJIT HANUMAN MANDIR, Ranjit Hanuman Road, Indore, Madhya Pradesh 452009",https://yamaha-motor-india.com,,,
Triumph Service Centre - Eminent Mobility,bike service centre,,"22, TT Nagar, behind Metro Wholesale, Dewas Naka, Indore, Madhya Pradesh 452010",,,,
Rajesh Service Center - Branch 2,bike service centre,09691881787,"68, 67, Jain Mandir Road, behind BCM Heights, Suman Nagar, Indore, Madhya Pradesh 452010",,,,
